phase,sequence,frame_index,predicted_file,reference_file,iou,intersection,union
part3,wild_video_frames,0,00001.png,phase_consensus_majority_vote,1.0,0,0
part3,wild_video_frames,1,00002.png,phase_consensus_majority_vote,1.0,0,0
part3,wild_video_frames,2,00003.png,phase_consensus_majority_vote,1.0,0,0
part3,wild_video_frames,3,00004.png,phase_consensus_majority_vote,1.0,0,0
part3,wild_video_frames,4,00005.png,phase_consensus_majority_vote,1.0,0,0
part3,wild_video_frames,5,00006.png,phase_consensus_majority_vote,1.0,0,0
part3,wild_video_frames,6,00007.png,phase_consensus_majority_vote,1.0,0,0
part3,wild_video_frames,7,00008.png,phase_consensus_majority_vote,1.0,0,0
part3,wild_video_frames,8,00009.png,phase_consensus_majority_vote,1.0,0,0
part3,wild_video_frames,9,00010.png,phase_consensus_majority_vote,1.0,0,0
part3,wild_video_frames,10,00011.png,phase_consensus_majority_vote,1.0,0,0
part3,wild_video_frames,11,00012.png,phase_consensus_majority_vote,0.9653927174240144,6416,6646
part3,wild_video_frames,12,00013.png,phase_consensus_majority_vote,0.9830363262508568,11474,11672
part3,wild_video_frames,13,00014.png,phase_consensus_majority_vote,0.9937032196744683,16728,16834
part3,wild_video_frames,14,00015.png,phase_consensus_majority_vote,0.9912663755458515,22246,22442
part3,wild_video_frames,15,00016.png,phase_consensus_majority_vote,0.9893564530908578,28072,28374
part3,wild_video_frames,16,00017.png,phase_consensus_majority_vote,0.9860349854227405,33821,34300
part3,wild_video_frames,17,00018.png,phase_consensus_majority_vote,0.9912305087315828,39222,39569
part3,wild_video_frames,18,00019.png,phase_consensus_majority_vote,0.9942238761672108,43548,43801
part3,wild_video_frames,19,00020.png,phase_consensus_majority_vote,0.9926201657757483,45866,46207
part3,wild_video_frames,20,00021.png,phase_consensus_majority_vote,0.9913026957421207,46959,47371
part3,wild_video_frames,21,00022.png,phase_consensus_majority_vote,0.9887984136359801,46873,47404
part3,wild_video_frames,22,00023.png,phase_consensus_majority_vote,0.8784885701119949,43848,49913
part3,wild_video_frames,23,00024.png,phase_consensus_majority_vote,1.0,44307,44307
part3,wild_video_frames,24,00025.png,phase_consensus_majority_vote,0.9912604123992899,43554,43938
part3,wild_video_frames,25,00026.png,phase_consensus_majority_vote,0.9836910266142204,42764,43473
part3,wild_video_frames,26,00027.png,phase_consensus_majority_vote,0.9797123961495917,41627,42489
part3,wild_video_frames,27,00028.png,phase_consensus_majority_vote,0.9690436182046245,40945,42253
part3,wild_video_frames,28,00029.png,phase_consensus_majority_vote,0.7586918939684979,31598,41648
part3,wild_video_frames,29,00030.png,phase_consensus_majority_vote,0.8244059119010819,34137,41408
part3,wild_video_frames,30,00031.png,phase_consensus_majority_vote,0.9899206519408107,36928,37304
part3,wild_video_frames,31,00032.png,phase_consensus_majority_vote,0.9827022098262176,36643,37288
part3,wild_video_frames,32,00033.png,phase_consensus_majority_vote,0.9807362094870143,36554,37272
part3,wild_video_frames,33,00034.png,phase_consensus_majority_vote,0.982431161853593,36571,37225
part3,wild_video_frames,34,00035.png,phase_consensus_majority_vote,0.9747890239371583,36732,37682
part3,wild_video_frames,35,00036.png,phase_consensus_majority_vote,0.9712829405428128,36968,38061
part3,wild_video_frames,36,00037.png,phase_consensus_majority_vote,0.9693125712115458,38283,39495
part3,wild_video_frames,37,00038.png,phase_consensus_majority_vote,1.0,35993,35993
part3,wild_video_frames,38,00039.png,phase_consensus_majority_vote,1.0,36441,36441
part3,wild_video_frames,39,00040.png,phase_consensus_majority_vote,0.911113595706619,40745,44720
part3,wild_video_frames,40,00041.png,phase_consensus_majority_vote,1.0,36623,36623
part3,wild_video_frames,41,00042.png,phase_consensus_majority_vote,0.9031955706687592,41435,45876
part3,wild_video_frames,42,00043.png,phase_consensus_majority_vote,0.9293766502123751,40479,43555
part3,wild_video_frames,43,00044.png,phase_consensus_majority_vote,0.9271237891165574,41537,44802
