phase,sequence,frame_index,predicted_file,reference_file,iou,intersection,union
part2,bmx-trees,40,00040.png,00040.png,0.6546212647671994,1884,2878
part2,bmx-trees,41,00041.png,00041.png,0.6699403717993686,1910,2851
part2,bmx-trees,42,00042.png,00042.png,0.6743200282585659,1909,2831
part2,bmx-trees,43,00043.png,00043.png,0.6561734872332984,1876,2859
part2,bmx-trees,44,00044.png,00044.png,0.6764084507042254,1921,2840
part2,bmx-trees,45,00045.png,00045.png,0.6552327616380819,1872,2857
part2,bmx-trees,46,00046.png,00046.png,0.6828290193219103,1873,2743
part2,bmx-trees,47,00047.png,00047.png,0.6568278805120911,1847,2812
part2,bmx-trees,48,00048.png,00048.png,0.6289689618266143,1763,2803
part2,bmx-trees,49,00049.png,00049.png,0.568952802359882,1543,2712
part2,bmx-trees,5,00005.png,00005.png,0.7197556008146639,3534,4910
part2,bmx-trees,50,00050.png,00050.png,0.5942145439935718,1479,2489
part2,bmx-trees,51,00051.png,00051.png,0.5226523887973641,1269,2428
part2,bmx-trees,52,00052.png,00052.png,0.4997662459093034,1069,2139
part2,bmx-trees,53,00053.png,00053.png,0.4677765843179377,871,1862
part2,bmx-trees,54,00054.png,00054.png,0.46741573033707867,832,1780
part2,bmx-trees,55,00055.png,00055.png,0.5003021148036254,828,1655
part2,bmx-trees,56,00056.png,00056.png,0.556333100069979,795,1429
part2,bmx-trees,57,00057.png,00057.png,0.5984555984555985,775,1295
part2,bmx-trees,58,00058.png,00058.png,0.6292974588938715,842,1338
part2,bmx-trees,59,00059.png,00059.png,0.5471167369901547,778,1422
part2,bmx-trees,6,00006.png,00006.png,0.6793529971455756,3570,5255
part2,bmx-trees,60,00060.png,00060.png,0.4528437724982001,629,1389
part2,bmx-trees,61,00061.png,00061.png,0.35258814703675917,470,1333
part2,bmx-trees,62,00062.png,00062.png,0.36118363794604,415,1149
part2,bmx-trees,63,00063.png,00063.png,0.3556208670095518,484,1361
part2,bmx-trees,64,00064.png,00064.png,0.4539969834087481,602,1326
part2,bmx-trees,65,00065.png,00065.png,0.49916107382550334,595,1192
part2,bmx-trees,66,00066.png,00066.png,0.5110132158590308,464,908
part2,bmx-trees,67,00067.png,00067.png,0.451685393258427,402,890
part2,bmx-trees,68,00068.png,00068.png,0.46551724137931033,324,696
part2,bmx-trees,69,00069.png,00069.png,0.5124131082423039,516,1007
part2,bmx-trees,7,00007.png,00007.png,0.6718460969293377,3632,5406
part2,bmx-trees,70,00070.png,00070.png,0.656641604010025,786,1197
part2,bmx-trees,71,00071.png,00071.png,0.6947513812154696,1006,1448
part2,bmx-trees,72,00072.png,00072.png,0.6877444589308996,1055,1534
part2,bmx-trees,73,00073.png,00073.png,0.6884517766497462,1085,1576
part2,bmx-trees,74,00074.png,00074.png,0.6974120769741208,1051,1507
part2,bmx-trees,75,00075.png,00075.png,0.7034013605442176,1034,1470
part2,bmx-trees,76,00076.png,00076.png,0.737300435413643,1016,1378
part2,bmx-trees,77,00077.png,00077.png,0.7348377997179125,1042,1418
part2,bmx-trees,78,00078.png,00078.png,0.7250523377529658,1039,1433
part2,bmx-trees,79,00079.png,00079.png,0.7172812725958062,992,1383
part2,bmx-trees,8,00008.png,00008.png,0.6635565312843029,3627,5466
part2,bmx-trees,9,00009.png,00009.png,0.6669092232126614,3666,5497
part2,bmx-trees,mean,80,80,0.6204204387972385,,
