phase,sequence,frame_index,predicted_file,reference_file,iou,intersection,union
part3,parkour,0,00000.png,00000.png,0.8844007440871645,6656,7526
part3,parkour,1,00001.png,00001.png,0.8996735308890005,7165,7964
part3,parkour,10,00010.png,00010.png,0.8662242403073699,9920,11452
part3,parkour,11,00011.png,00011.png,0.8958645622079182,10160,11341
part3,parkour,12,00012.png,00012.png,0.890816502675643,10321,11586
part3,parkour,13,00013.png,00013.png,0.892507858889277,10221,11452
part3,parkour,14,00014.png,00014.png,0.863837542306691,9954,11523
part3,parkour,15,00015.png,00015.png,0.8977097767513472,9329,10392
part3,parkour,16,00016.png,00016.png,0.8947821100917431,9363,10464
part3,parkour,17,00017.png,00017.png,0.8904121253405994,10457,11744
part3,parkour,18,00018.png,00018.png,0.85650953155017,11592,13534
part3,parkour,19,00019.png,00019.png,0.8541865214431587,12548,14690
part3,parkour,2,00002.png,00002.png,0.8876067389799215,7692,8666
part3,parkour,20,00020.png,00020.png,0.9007377598926894,13430,14910
part3,parkour,21,00021.png,00021.png,0.7575003886211721,14619,19299
part3,parkour,22,00022.png,00022.png,0.9284459538587657,15856,17078
part3,parkour,23,00023.png,00023.png,0.9096708053309033,15972,17558
part3,parkour,24,00024.png,00024.png,0.9200806308175727,15519,16867
part3,parkour,25,00025.png,00025.png,0.9556139114840198,14920,15613
part3,parkour,26,00026.png,00026.png,0.9462267232930415,14482,15305
part3,parkour,27,00027.png,00027.png,0.9425819126687369,14873,15779
part3,parkour,28,00028.png,00028.png,0.9516975616238124,14324,15051
part3,parkour,29,00029.png,00029.png,0.9462947272371766,14519,15343
part3,parkour,3,00003.png,00003.png,0.9048946370832869,8116,8969
part3,parkour,30,00030.png,00030.png,0.929647630619684,15302,16460
part3,parkour,31,00031.png,00031.png,0.9321606566989152,15898,17055
part3,parkour,32,00032.png,00032.png,0.9223089093785803,16905,18329
part3,parkour,33,00033.png,00033.png,0.9470683162990855,17606,18590
part3,parkour,34,00034.png,00034.png,0.9526785714285714,18139,19040
part3,parkour,35,00035.png,00035.png,0.9490657169341855,19453,20497
part3,parkour,36,00036.png,00036.png,0.9584652635500093,20584,21476
part3,parkour,37,00037.png,00037.png,0.9522241992882562,21406,22480
part3,parkour,38,00038.png,00038.png,0.9537785894425602,21935,22998
part3,parkour,39,00039.png,00039.png,0.9493643977722036,22330,23521
part3,parkour,4,00004.png,00004.png,0.9138972809667674,8470,9268
part3,parkour,40,00040.png,00040.png,0.9130683676807327,22330,24456
part3,parkour,41,00041.png,00041.png,0.9436433972217337,21466,22748
part3,parkour,42,00042.png,00042.png,0.9532257305538563,20257,21251
part3,parkour,43,00043.png,00043.png,0.957914921532018,18983,19817
part3,parkour,44,00044.png,00044.png,0.9492695023990512,17608,18549
part3,parkour,45,00045.png,00045.png,0.9444504368460792,17512,18542
part3,parkour,46,00046.png,00046.png,0.9515565521197268,18248,19177
part3,parkour,47,00047.png,00047.png,0.9644579389176638,21600,22396
part3,parkour,48,00048.png,00048.png,0.9030281881276414,23290,25791
part3,parkour,49,00049.png,00049.png,0.9563937071399758,23709,24790
part3,parkour,5,00005.png,00005.png,0.9119357225922402,8626,9459
part3,parkour,50,00050.png,00050.png,0.9555027173913043,22504,23552
part3,parkour,51,00051.png,00051.png,0.9405702666481816,20353,21639
part3,parkour,52,00052.png,00052.png,0.9278361075544174,18116,19525
part3,parkour,53,00053.png,00053.png,0.9259505314799673,18119,19568
part3,parkour,54,00054.png,00054.png,0.9182343485250033,21135,23017
part3,parkour,55,00055.png,00055.png,0.9206441679497316,22124,24031
part3,parkour,56,00056.png,00056.png,0.9574695184531384,23323,24359
part3,parkour,57,00057.png,00057.png,0.9419620899701109,24897,26431
part3,parkour,58,00058.png,00058.png,0.9611866321658953,26374,27439
part3,parkour,59,00059.png,00059.png,0.9669062226117441,27581,28525
part3,parkour,6,00006.png,00006.png,0.8991040521278761,8831,9822
part3,parkour,60,00060.png,00060.png,0.9581710756009131,28542,29788
part3,parkour,61,00061.png,00061.png,0.9639217009787377,28561,29630
part3,parkour,62,00062.png,00062.png,0.9653500836377291,28278,29293
part3,parkour,63,00063.png,00063.png,0.9686202461877641,26361,27215
part3,parkour,64,00064.png,00064.png,0.9648563589412524,23913,24784
part3,parkour,65,00065.png,00065.png,0.9631370826010545,21921,22760
part3,parkour,66,00066.png,00066.png,0.9565658028087447,19821,20721
part3,parkour,67,00067.png,00067.png,0.9305637689729943,18883,20292
part3,parkour,68,00068.png,00068.png,0.844359568953758,18570,21993
part3,parkour,69,00069.png,00069.png,0.8087261065867758,19166,23699
part3,parkour,7,00007.png,00007.png,0.8453167508744656,8700,10292
part3,parkour,70,00070.png,00070.png,0.8393997180996601,20248,24122
part3,parkour,71,00071.png,00071.png,0.8415501799614966,20108,23894
part3,parkour,72,00072.png,00072.png,0.9522048497331711,20341,21362
part3,parkour,73,00073.png,00073.png,0.9428422061514333,21642,22954
part3,parkour,74,00074.png,00074.png,0.9541537094624611,21478,22510
part3,parkour,75,00075.png,00075.png,0.9628134778468097,21231,22051
part3,parkour,76,00076.png,00076.png,0.9672927763760396,20702,21402
part3,parkour,77,00077.png,00077.png,0.9566708530576756,19805,20702
part3,parkour,78,00078.png,00078.png,0.9574880746448603,18266,19077
part3,parkour,79,00079.png,00079.png,0.9434491690049643,17484,18532
part3,parkour,8,00008.png,00008.png,0.8545490428261299,8660,10134
part3,parkour,80,00080.png,00080.png,0.9456787380582092,17026,18004
part3,parkour,81,00081.png,00081.png,0.9302416429488253,16669,17919
part3,parkour,82,00082.png,00082.png,0.9275856095166599,16063,17317
part3,parkour,83,00083.png,00083.png,0.9442996121320023,14851,15727
part3,parkour,84,00084.png,00084.png,0.9678792312296336,14554,15037
part3,parkour,85,00085.png,00085.png,0.958668424522083,14543,15170
part3,parkour,86,00086.png,00086.png,0.9356501814015658,14700,15711
part3,parkour,87,00087.png,00087.png,0.9323701581766098,14972,16058
part3,parkour,88,00088.png,00088.png,0.9548359608010226,15687,16429
part3,parkour,89,00089.png,00089.png,0.9544622290473097,16160,16931
part3,parkour,9,00009.png,00009.png,0.8658865886588659,9620,11110
part3,parkour,90,00090.png,00090.png,0.9417516246348298,15796,16773
part3,parkour,91,00091.png,00091.png,0.9033182143709716,15136,16756
part3,parkour,92,00092.png,00092.png,0.8796339746597841,14996,17048
part3,parkour,93,00093.png,00093.png,0.8768825933598343,15662,17861
part3,parkour,94,00094.png,00094.png,0.8479076802420032,15136,17851
part3,parkour,95,00095.png,00095.png,0.8790841584158415,14206,16160
part3,parkour,96,00096.png,00096.png,0.8017056261120314,13067,16299
part3,parkour,97,00097.png,00097.png,0.8915769944341373,12014,13475
part3,parkour,98,00098.png,00098.png,0.8663745892661555,11074,12782
part3,parkour,99,00099.png,00099.png,0.8833008226613519,10415,11791
part3,parkour,mean,100,100,0.9199434470777671,,
