phase,sequence,frame_index,evaluation_mode,psnr,ssim,valid_pixels
part2,tennis,0,background_preservation,34.98810760933017,0.9380401232114398,94440
part2,tennis,1,background_preservation,34.21841689502757,0.931952653855804,95231
part2,tennis,10,background_preservation,34.203817918763484,0.9232189916225129,95038
part2,tennis,11,background_preservation,34.06687282316503,0.921334142364783,95340
part2,tennis,12,background_preservation,34.21059192401253,0.9236051515776067,95374
part2,tennis,13,background_preservation,33.86705085460521,0.920607606674383,93923
part2,tennis,14,background_preservation,33.76706760749801,0.9195401433381963,93359
part2,tennis,15,background_preservation,34.00895298517008,0.922829677740254,92899
part2,tennis,16,background_preservation,34.35850828934898,0.9239688775740406,92440
part2,tennis,17,background_preservation,34.89734307747145,0.9284156957333671,92110
part2,tennis,18,background_preservation,34.73220160724472,0.9259765868598625,92061
part2,tennis,19,background_preservation,35.02790199688342,0.9294244125796658,91809
part2,tennis,2,background_preservation,34.09130679507254,0.9297906221077256,95166
part2,tennis,20,background_preservation,35.09164645697104,0.9309039276347232,91979
part2,tennis,21,background_preservation,35.15989609402857,0.9323966258133055,92324
part2,tennis,22,background_preservation,34.8826849987441,0.9327886386539593,92540
part2,tennis,23,background_preservation,35.236084076018365,0.9343005767368175,93304
part2,tennis,24,background_preservation,35.05401015356324,0.933305043327675,91843
part2,tennis,25,background_preservation,35.683798790861296,0.9378026637914725,91957
part2,tennis,26,background_preservation,34.87691131953206,0.9331059329341516,93495
part2,tennis,27,background_preservation,35.13040393926545,0.9376741270044444,93338
part2,tennis,28,background_preservation,34.602773431805275,0.929476512657459,92773
part2,tennis,29,background_preservation,35.11996476513968,0.9330397193220015,92271
part2,tennis,3,background_preservation,34.07039840007779,0.9269693638315687,95159
part2,tennis,30,background_preservation,34.65022043352192,0.9338211684999731,91862
part2,tennis,31,background_preservation,34.28863665314853,0.9268544798088525,91108
part2,tennis,32,background_preservation,34.25444004566816,0.9266438133081714,90626
part2,tennis,33,background_preservation,35.01147605584685,0.9332186842482662,90614
part2,tennis,34,background_preservation,33.88593563444785,0.9236567791051546,90908
part2,tennis,35,background_preservation,34.03924856143377,0.9242412106522099,90517
part2,tennis,36,background_preservation,33.99077584046055,0.9233775237680191,90299
part2,tennis,37,background_preservation,34.63277775050776,0.9281776886318829,89702
part2,tennis,38,background_preservation,34.147060275136425,0.9252496464836484,89509
part2,tennis,39,background_preservation,34.042622025744606,0.9253581366993574,89205
part2,tennis,4,background_preservation,34.6115469802214,0.9315329927662995,95340
part2,tennis,40,background_preservation,34.156756775009704,0.9252703827779988,89230
part2,tennis,41,background_preservation,34.47423173328414,0.9274948140946042,89139
part2,tennis,42,background_preservation,34.01164696667218,0.9249704940073425,89645
part2,tennis,43,background_preservation,34.04952583138663,0.9245442207843445,90167
part2,tennis,44,background_preservation,34.00300525561814,0.9231217976506301,90522
part2,tennis,45,background_preservation,34.38775366454173,0.9249975373082331,92044
part2,tennis,46,background_preservation,33.88393925577998,0.9245850710902043,91563
part2,tennis,47,background_preservation,34.07346845738443,0.9255722006666,91124
part2,tennis,48,background_preservation,33.96432952265898,0.9246279159532024,90737
part2,tennis,49,background_preservation,34.480420579330854,0.928557596313081,91433
part2,tennis,5,background_preservation,33.461849348621854,0.9186848947112868,96056
part2,tennis,50,background_preservation,34.2790612160246,0.9295530438136949,92588
part2,tennis,51,background_preservation,34.3700955311984,0.930084541267336,92657
part2,tennis,52,background_preservation,34.48510591418138,0.9292096220140893,92845
part2,tennis,53,background_preservation,34.76083480594504,0.9322493656806373,92287
part2,tennis,54,background_preservation,34.288278165314054,0.9284279708184047,92113
part2,tennis,55,background_preservation,34.50104310830618,0.9272085049870123,92251
part2,tennis,56,background_preservation,34.230997039491854,0.9254065902651191,92309
part2,tennis,57,background_preservation,34.45536322133339,0.9284492367232525,92705
part2,tennis,58,background_preservation,33.80269296843104,0.921069725319828,93511
part2,tennis,59,background_preservation,33.82391758199747,0.9206875918750699,94265
part2,tennis,6,background_preservation,33.999640888090696,0.9254776999796451,95787
part2,tennis,60,background_preservation,33.65551514000177,0.9182679989671282,93655
part2,tennis,61,background_preservation,34.07926960907035,0.9227621673246513,93924
part2,tennis,62,background_preservation,33.68303631749706,0.9175201444627983,94356
part2,tennis,63,background_preservation,33.621810275036495,0.9176904312294617,94817
part2,tennis,64,background_preservation,33.26632574234607,0.9130566368224259,94528
part2,tennis,65,background_preservation,33.63927363174952,0.9179077500149747,93588
part2,tennis,66,background_preservation,33.00824208640377,0.9090391507462513,93672
part2,tennis,67,background_preservation,32.964525906873995,0.905982322153574,93830
part2,tennis,68,background_preservation,32.87121984923271,0.9028638928821502,94237
part2,tennis,69,background_preservation,32.704970371219815,0.8994828793422054,94723
part2,tennis,7,background_preservation,33.46881317891189,0.9172292555785335,94837
part2,tennis,8,background_preservation,34.44292492060217,0.9264754656444787,94625
part2,tennis,9,background_preservation,33.674762068661124,0.918851216294027,94777
part2,tennis,mean,background_preservation,34.22751571419925,0.9251425724354763,
