phase,sequence,frame_index,predicted_file,reference_file,iou,intersection,union
part1,parkour,0,frame_0000.png,00000.png,0.6674480554075652,6264,9385
part1,parkour,1,frame_0001.png,00001.png,0.7167774086378738,6041,8428
part1,parkour,10,frame_0010.png,00010.png,0.7659060626249167,9197,12008
part1,parkour,11,frame_0011.png,00011.png,0.7405470635559132,9205,12430
part1,parkour,12,frame_0012.png,00012.png,0.7265248002531445,9184,12641
part1,parkour,13,frame_0013.png,00013.png,0.6994241842610365,9110,13025
part1,parkour,14,frame_0014.png,00014.png,0.7450772986167616,9157,12290
part1,parkour,15,frame_0015.png,00015.png,0.7127831028925269,8403,11789
part1,parkour,16,frame_0016.png,00016.png,0.6851638107076268,7717,11263
part1,parkour,17,frame_0017.png,00017.png,0.661506038745238,8161,12337
part1,parkour,18,frame_0018.png,00018.png,0.6445748225409242,8899,13806
part1,parkour,19,frame_0019.png,00019.png,0.5935026280792857,9372,15791
part1,parkour,2,frame_0002.png,00002.png,0.691510314087281,6671,9647
part1,parkour,20,frame_0020.png,00020.png,0.5545162401009985,9663,17426
part1,parkour,21,frame_0021.png,00021.png,0.5922236503856041,11058,18672
part1,parkour,22,frame_0022.png,00022.png,0.6504790052996331,12765,19624
part1,parkour,23,frame_0023.png,00023.png,0.7138257091745464,13966,19565
part1,parkour,24,frame_0024.png,00024.png,0.7030141843971631,13481,19176
part1,parkour,25,frame_0025.png,00025.png,0.6996380530495381,12951,18511
part1,parkour,26,frame_0026.png,00026.png,0.7065075305484513,12431,17595
part1,parkour,27,frame_0027.png,00027.png,0.733049161693663,12898,17595
part1,parkour,28,frame_0028.png,00028.png,0.6914636205053176,12288,17771
part1,parkour,29,frame_0029.png,00029.png,0.7116255661801711,12726,17883
part1,parkour,3,frame_0003.png,00003.png,0.7062169052755443,7202,10198
part1,parkour,30,frame_0030.png,00030.png,0.7536419371168233,13399,17779
part1,parkour,31,frame_0031.png,00031.png,0.7670778762023803,14115,18401
part1,parkour,32,frame_0032.png,00032.png,0.7433781581092095,14594,19632
part1,parkour,33,frame_0033.png,00033.png,0.697737816251375,14589,20909
part1,parkour,34,frame_0034.png,00034.png,0.665962721513176,14506,21782
part1,parkour,35,frame_0035.png,00035.png,0.6712469941600825,15632,23288
part1,parkour,36,frame_0036.png,00036.png,0.6607888442985123,16301,24669
part1,parkour,37,frame_0037.png,00037.png,0.6587037323834598,17013,25828
part1,parkour,38,frame_0038.png,00038.png,0.6805279538040422,18149,26669
part1,parkour,39,frame_0039.png,00039.png,0.5938603545330583,16985,28601
part1,parkour,4,frame_0004.png,00004.png,0.7124164548620917,7568,10623
part1,parkour,40,frame_0040.png,00040.png,0.5518954793425762,15883,28779
part1,parkour,41,frame_0041.png,00041.png,0.5199220825216929,14680,28235
part1,parkour,42,frame_0042.png,00042.png,0.5590385050109261,14838,26542
part1,parkour,43,frame_0043.png,00043.png,0.6775349801347383,15689,23156
part1,parkour,44,frame_0044.png,00044.png,0.7463632097606757,15905,21310
part1,parkour,45,frame_0045.png,00045.png,0.7719136102733729,15869,20558
part1,parkour,46,frame_0046.png,00046.png,0.788309483385884,16251,20615
part1,parkour,47,frame_0047.png,00047.png,0.7977069399808911,18368,23026
part1,parkour,48,frame_0048.png,00048.png,0.7551756587202008,19260,25504
part1,parkour,49,frame_0049.png,00049.png,0.8010457417995787,21295,26584
part1,parkour,5,frame_0005.png,00005.png,0.6879489942528736,7661,11136
part1,parkour,50,frame_0050.png,00050.png,0.7105011053795136,19283,27140
part1,parkour,51,frame_0051.png,00051.png,0.6701799586212281,17168,25617
part1,parkour,52,frame_0052.png,00052.png,0.6757738896366083,15063,22290
part1,parkour,53,frame_0053.png,00053.png,0.7994415559406894,16606,20772
part1,parkour,54,frame_0054.png,00054.png,0.7319942852340533,17420,23798
part1,parkour,55,frame_0055.png,00055.png,0.7102509637322004,18056,25422
part1,parkour,56,frame_0056.png,00056.png,0.7137330027796559,19001,26622
part1,parkour,57,frame_0057.png,00057.png,0.707399297952942,20354,28773
part1,parkour,58,frame_0058.png,00058.png,0.6901055069480185,21454,31088
part1,parkour,59,frame_0059.png,00059.png,0.6559267980090012,22007,33551
part1,parkour,6,frame_0006.png,00006.png,0.620415751225283,7342,11834
part1,parkour,60,frame_0060.png,00060.png,0.6487897619250305,22864,35241
part1,parkour,61,frame_0061.png,00061.png,0.6615484124975393,23524,35559
part1,parkour,62,frame_0062.png,00062.png,0.6771592539454806,23599,34850
part1,parkour,63,frame_0063.png,00063.png,0.6781132760498608,22413,33052
part1,parkour,64,frame_0064.png,00064.png,0.6410636106103528,19914,31064
part1,parkour,65,frame_0065.png,00065.png,0.6171300293558971,17869,28955
part1,parkour,66,frame_0066.png,00066.png,0.6051527860994608,16160,26704
part1,parkour,67,frame_0067.png,00067.png,0.6562859963797927,15953,24308
part1,parkour,68,frame_0068.png,00068.png,0.7065630321820008,16181,22901
part1,parkour,69,frame_0069.png,00069.png,0.7481177584419098,16594,22181
part1,parkour,7,frame_0007.png,00007.png,0.6176070700203943,7268,11768
part1,parkour,70,frame_0070.png,00070.png,0.7635465808385874,17318,22681
part1,parkour,71,frame_0071.png,00071.png,0.7558892941428877,17616,23305
part1,parkour,72,frame_0072.png,00072.png,0.784435497687168,18315,23348
part1,parkour,73,frame_0073.png,00073.png,0.7949013632057987,19301,24281
part1,parkour,74,frame_0074.png,00074.png,0.7846527637173517,19377,24695
part1,parkour,75,frame_0075.png,00075.png,0.8066858696093148,19884,24649
part1,parkour,76,frame_0076.png,00076.png,0.7719856584619104,19163,24823
part1,parkour,77,frame_0077.png,00077.png,0.7392132505175983,17852,24150
part1,parkour,78,frame_0078.png,00078.png,0.7288650580875782,16312,22380
part1,parkour,79,frame_0079.png,00079.png,0.6595890410958904,14445,21900
part1,parkour,8,frame_0008.png,00008.png,0.6804451510333863,7704,11322
part1,parkour,80,frame_0080.png,00080.png,0.6430419037765132,13673,21263
part1,parkour,81,frame_0081.png,00081.png,0.6204882218844985,13065,21056
part1,parkour,82,frame_0082.png,00082.png,0.662204528489674,13307,20095
part1,parkour,83,frame_0083.png,00083.png,0.7048462909935707,13046,18509
part1,parkour,84,frame_0084.png,00084.png,0.7540983606557377,12926,17141
