phase,sequence,frame_index,evaluation_mode,psnr,ssim,valid_pixels
part1,parkour,0,background_preservation,35.103546760661885,0.9454772388476326,400535
part1,parkour,1,background_preservation,34.08442607015658,0.9309827617513073,401492
part1,parkour,10,background_preservation,33.80537738689503,0.9281718941514134,397912
part1,parkour,11,background_preservation,33.7923786121953,0.9280193623301518,397490
part1,parkour,12,background_preservation,33.81797242538793,0.9271357351998487,397279
part1,parkour,13,background_preservation,33.90407050221788,0.9275350012471679,396895
part1,parkour,14,background_preservation,33.91494955033387,0.9271560590316522,397630
part1,parkour,15,background_preservation,33.970776202875626,0.9281812977487218,398131
part1,parkour,16,background_preservation,33.67862705156474,0.9211850208084295,398657
part1,parkour,17,background_preservation,33.987210318538516,0.9268189368190791,397583
part1,parkour,18,background_preservation,34.00588777800026,0.9257899879171559,396114
part1,parkour,19,background_preservation,33.623646687733064,0.9178438587736464,394129
part1,parkour,2,background_preservation,34.07289125391645,0.9308477999381249,400273
part1,parkour,20,background_preservation,33.8944830240266,0.9218152970856,392494
part1,parkour,21,background_preservation,33.79715047307609,0.9192685222056749,391248
part1,parkour,22,background_preservation,33.852776917845276,0.9204184127651052,390296
part1,parkour,23,background_preservation,33.861815214176005,0.9198781416277241,390355
part1,parkour,24,background_preservation,33.972879023221324,0.9207679521457673,390744
part1,parkour,25,background_preservation,33.95528043082814,0.9206543601902073,391409
part1,parkour,26,background_preservation,33.95720018073952,0.9205985056034593,392325
part1,parkour,27,background_preservation,33.94753395780097,0.9205331606723126,392325
part1,parkour,28,background_preservation,34.01625384853429,0.9202003644133793,392149
part1,parkour,29,background_preservation,34.01174867696346,0.9184408649403513,392037
part1,parkour,3,background_preservation,33.65883398665157,0.9246943523580801,399722
part1,parkour,30,background_preservation,34.077023823974216,0.9197065621031066,392141
part1,parkour,31,background_preservation,34.04757529967138,0.920138335408267,391519
part1,parkour,32,background_preservation,34.02911715108451,0.9196180448317284,390288
part1,parkour,33,background_preservation,34.03751648421063,0.9198019870808519,389011
part1,parkour,34,background_preservation,33.96547391547712,0.9190419533981588,388138
part1,parkour,35,background_preservation,33.97554640481006,0.921021254028224,386632
part1,parkour,36,background_preservation,33.84719091343798,0.9203975629827231,385251
part1,parkour,37,background_preservation,33.71222764070308,0.9185189550472371,384092
part1,parkour,38,background_preservation,33.70570675918059,0.9188310518055647,383251
part1,parkour,39,background_preservation,33.66896580310907,0.9174306174984227,381319
part1,parkour,4,background_preservation,34.05174346804699,0.932639831864783,399297
part1,parkour,40,background_preservation,33.62267446475387,0.9173625207883385,381141
part1,parkour,41,background_preservation,33.10003896459651,0.9109720828046856,381685
part1,parkour,42,background_preservation,33.35730263284069,0.9167103157411217,383378
part1,parkour,43,background_preservation,32.88941493742472,0.9087793047268802,386764
part1,parkour,44,background_preservation,33.26409913246027,0.9161752909133376,388610
part1,parkour,45,background_preservation,33.08315436002714,0.9140014418221132,389362
part1,parkour,46,background_preservation,33.02856067337275,0.9125991627405031,389305
part1,parkour,47,background_preservation,32.838250630728474,0.9126808968357337,386894
part1,parkour,48,background_preservation,32.90392382096289,0.9135313315370834,384416
part1,parkour,49,background_preservation,32.7959603358423,0.9121313776481929,383336
part1,parkour,5,background_preservation,33.54943231642683,0.924572628846695,398784
part1,parkour,50,background_preservation,32.666791991107324,0.9140593990192558,382780
part1,parkour,51,background_preservation,32.75690139450741,0.9153963495482413,384303
part1,parkour,52,background_preservation,32.62680670190822,0.9140764067380046,387630
part1,parkour,53,background_preservation,32.545899692790236,0.9155855276334464,389148
part1,parkour,54,background_preservation,32.4899237658166,0.9163189036589194,386122
part1,parkour,55,background_preservation,32.372973715390856,0.9143552970147942,384498
part1,parkour,56,background_preservation,32.42533784287268,0.9160936101316585,383298
part1,parkour,57,background_preservation,32.392289848083706,0.9172122612902467,381147
part1,parkour,58,background_preservation,32.2542772911277,0.9157962439030992,378832
part1,parkour,59,background_preservation,32.199808958185606,0.9167796033276403,376369
part1,parkour,6,background_preservation,33.924022978117,0.9320907258873382,398086
part1,parkour,60,background_preservation,32.10011714751178,0.918486895644383,374679
part1,parkour,61,background_preservation,31.51465574392251,0.9086798732088107,374361
part1,parkour,62,background_preservation,31.957264254566343,0.9174653010696755,375070
part1,parkour,63,background_preservation,31.45220870752065,0.9103028352852476,376868
part1,parkour,64,background_preservation,32.19280129531221,0.9214460363218923,378856
part1,parkour,65,background_preservation,31.313855671147508,0.9079074304963928,380965
part1,parkour,66,background_preservation,31.781984225346488,0.9172455864586042,383216
part1,parkour,67,background_preservation,31.574097946867226,0.9151461983226575,385612
part1,parkour,68,background_preservation,31.137632488155575,0.9080792711943896,387019
part1,parkour,69,background_preservation,31.540782840514055,0.9159417286000764,387739
part1,parkour,7,background_preservation,33.78896649999639,0.929292107558413,398152
part1,parkour,70,background_preservation,30.997076029796546,0.9083779569704903,387239
part1,parkour,71,background_preservation,31.973655686270977,0.9261356716941179,386615
part1,parkour,72,background_preservation,31.059775345231362,0.909218382729827,386572
part1,parkour,73,background_preservation,31.4737503967727,0.917957247251571,385639
part1,parkour,74,background_preservation,31.168947873475442,0.9134343655915526,385225
part1,parkour,75,background_preservation,32.336644508886806,0.9332763513542556,385271
part1,parkour,76,background_preservation,31.14810481083261,0.9174247792696746,385097
part1,parkour,77,background_preservation,31.99358730771192,0.9304658772551646,385770
part1,parkour,78,background_preservation,31.13323801686216,0.9193449032377896,387540
part1,parkour,79,background_preservation,31.644699430539486,0.9273879182592416,388020
part1,parkour,8,background_preservation,33.821706538599535,0.9295728990040734,398598
part1,parkour,80,background_preservation,31.25204018369618,0.9232970604120491,388657
part1,parkour,81,background_preservation,32.62350783388469,0.9416151370575423,388864
part1,parkour,82,background_preservation,31.35848447078817,0.9249719650708895,389825
part1,parkour,83,background_preservation,31.71387031401294,0.9300752851720534,391411
part1,parkour,84,background_preservation,31.210519952771467,0.9255243999050959,392779
part1,parkour,85,background_preservation,32.52441421924447,0.9422283166808542,393358
part1,parkour,86,background_preservation,31.24636887637672,0.9239662057485236,393026
part1,parkour,87,background_preservation,31.580097312225913,0.9287387694590363,392391
part1,parkour,88,background_preservation,31.15381194162025,0.9235168871733931,391599
part1,parkour,89,background_preservation,32.342972036116265,0.9389915470146322,390911
part1,parkour,9,background_preservation,33.79063431688514,0.9284828223862602,398058
part1,parkour,90,background_preservation,31.141805680831084,0.9225188869270591,391121
part1,parkour,91,background_preservation,32.02879862550087,0.9355341094932265,391249
part1,parkour,92,background_preservation,30.91316086446047,0.9187985861520233,391382
part1,parkour,93,background_preservation,31.19877657085208,0.9231760466614908,391413
part1,parkour,94,background_preservation,30.662541679502116,0.9166502265733396,391662
part1,parkour,95,background_preservation,31.834550287901955,0.9329381632917825,392497
part1,parkour,96,background_preservation,30.52077206486113,0.9135447680162698,393643
part1,parkour,97,background_preservation,30.828707482612177,0.9177644519387178,394854
part1,parkour,98,background_preservation,30.10817158545613,0.9056693081079696,395808
part1,parkour,99,background_preservation,29.98601271024184,0.9040209544831556,396604
part1,parkour,mean,background_preservation,32.70019222223072,0.9209145524168205,
